Customer ID,origins,destinations
2090,"40.752649,-73.486563","40.753805,-73.262773"
2091,"40.766091,-73.499887","40.717813,-73.26572"
2092,"40.766091,-73.499887","40.729096,-73.265498"
2093,"40.766091,-73.499887","40.710915,-73.255459"
2094,"40.766091,-73.499887","40.726239,-73.271211"
2095,"40.766091,-73.499887","40.728523,-73.264099"
2096,"40.766091,-73.499887","40.723044,-73.261396"
2097,"40.766091,-73.499887","40.722121,-73.261863"
2098,"40.766091,-73.499887","40.72976,-73.263308"
2099,"40.766091,-73.499887","40.71269,-73.259093"
2100,"40.766091,-73.499887","40.761438,-73.213124"
2101,"40.766091,-73.499887","40.757599,-73.212008"
2102,"40.766091,-73.499887","40.75917,-73.220675"
2103,"40.766091,-73.499887","40.757722,-73.222719"
2104,"40.766091,-73.499887","40.797541,-73.251704"
2105,"40.766091,-73.499887","40.792865,-73.247154"
2106,"40.766091,-73.499887","40.802537,-73.25931"
2107,"40.766091,-73.499887","40.779191,-73.271201"
2108,"40.766091,-73.499887","40.762499,-73.242091"
2109,"40.766091,-73.499887","40.770902,-73.068619"
2110,"40.766091,-73.499887","40.780397,-73.14201"
2111,"40.766091,-73.499887","40.77048,-73.090446"
2112,"40.766091,-73.499887","40.760223,-73.101673"
2113,"40.766091,-73.499887","40.75149,-73.109407"
2114,"40.766091,-73.499887","40.75956,-73.115518"
2115,"40.766091,-73.499887","40.76801,-73.108536"
2116,"40.766091,-73.499887","40.756649,-73.128869"
2117,"40.766091,-73.499887","40.760255,-73.109651"
2118,"40.766091,-73.499887","40.764478,-73.037521"
2119,"40.766091,-73.499887","40.748152,-73.022929"
2120,"40.766091,-73.499887","40.737672,-73.040034"
2121,"40.766091,-73.499887","40.738368,-73.040662"
2122,"40.766091,-73.499887","40.746215,-73.040969"
2123,"40.766091,-73.499887","40.758066,-73.030955"
2124,"40.766091,-73.499887","40.751992,-73.034939"
2125,"40.766091,-73.499887","40.755896,-73.040668"
2126,"40.766091,-73.499887","40.748152,-73.022929"
2127,"40.766091,-73.499887","40.7308,-73.481184"
2128,"40.766091,-73.499887","40.752649,-73.486563"
2129,"40.766091,-73.499887","40.766091,-73.499887"
2130,"40.766091,-73.499887","40.759234,-73.482446"
2131,"40.766091,-73.499887","40.737944,-73.483159"
2132,"40.766091,-73.499887","40.741314,-73.486012"
2133,"40.766091,-73.499887","40.751973,-73.486628"
2134,"40.766091,-73.499887","40.734832,-73.47807"
2135,"40.766091,-73.499887","40.752536,-73.480586"
2136,"40.766091,-73.499887","40.762978,-72.950075"
2137,"40.766091,-73.499887","40.757944,-72.934189"
2138,"40.766091,-73.499887","40.78258,-72.941764"
2139,"40.766091,-73.499887","40.776474,-72.944977"
2140,"40.766091,-73.499887","40.759037,-72.948293"
2141,"40.766091,-73.499887","40.774638,-72.946096"
2142,"40.766091,-73.499887","40.782895,-72.948645"
2143,"40.766091,-73.499887","40.779748,-72.946334"
2144,"40.766091,-73.499887","40.763906,-72.948829"
2145,"40.766091,-73.499887","40.753805,-73.262773"
2146,"40.759234,-73.482446","40.717813,-73.26572"
2147,"40.759234,-73.482446","40.729096,-73.265498"
2148,"40.759234,-73.482446","40.710915,-73.255459"
2149,"40.759234,-73.482446","40.726239,-73.271211"
2150,"40.759234,-73.482446","40.728523,-73.264099"
2151,"40.759234,-73.482446","40.723044,-73.261396"
2152,"40.759234,-73.482446","40.722121,-73.261863"
2153,"40.759234,-73.482446","40.72976,-73.263308"
2154,"40.759234,-73.482446","40.71269,-73.259093"
2155,"40.759234,-73.482446","40.761438,-73.213124"
2156,"40.759234,-73.482446","40.757599,-73.212008"
2157,"40.759234,-73.482446","40.75917,-73.220675"
2158,"40.759234,-73.482446","40.757722,-73.222719"
2159,"40.759234,-73.482446","40.797541,-73.251704"
2160,"40.759234,-73.482446","40.792865,-73.247154"
2161,"40.759234,-73.482446","40.802537,-73.25931"
2162,"40.759234,-73.482446","40.779191,-73.271201"
2163,"40.759234,-73.482446","40.762499,-73.242091"
2164,"40.759234,-73.482446","40.770902,-73.068619"
2165,"40.759234,-73.482446","40.780397,-73.14201"
2166,"40.759234,-73.482446","40.77048,-73.090446"
2167,"40.759234,-73.482446","40.760223,-73.101673"
2168,"40.759234,-73.482446","40.75149,-73.109407"
2169,"40.759234,-73.482446","40.75956,-73.115518"
2170,"40.759234,-73.482446","40.76801,-73.108536"
2171,"40.759234,-73.482446","40.756649,-73.128869"
2172,"40.759234,-73.482446","40.760255,-73.109651"
2173,"40.759234,-73.482446","40.764478,-73.037521"
2174,"40.759234,-73.482446","40.748152,-73.022929"
2175,"40.759234,-73.482446","40.737672,-73.040034"
2176,"40.759234,-73.482446","40.738368,-73.040662"
2177,"40.759234,-73.482446","40.746215,-73.040969"
2178,"40.759234,-73.482446","40.758066,-73.030955"
2179,"40.759234,-73.482446","40.751992,-73.034939"
2180,"40.759234,-73.482446","40.755896,-73.040668"
2181,"40.759234,-73.482446","40.748152,-73.022929"
2182,"40.759234,-73.482446","40.7308,-73.481184"
2183,"40.759234,-73.482446","40.752649,-73.486563"
2184,"40.759234,-73.482446","40.766091,-73.499887"
2185,"40.759234,-73.482446","40.759234,-73.482446"
2186,"40.759234,-73.482446","40.737944,-73.483159"
2187,"40.759234,-73.482446","40.741314,-73.486012"
2188,"40.759234,-73.482446","40.751973,-73.486628"
2189,"40.759234,-73.482446","40.734832,-73.47807"
2190,"40.759234,-73.482446","40.752536,-73.480586"
2191,"40.759234,-73.482446","40.762978,-72.950075"
2192,"40.759234,-73.482446","40.757944,-72.934189"
2193,"40.759234,-73.482446","40.78258,-72.941764"
2194,"40.759234,-73.482446","40.776474,-72.944977"
2195,"40.759234,-73.482446","40.759037,-72.948293"
2196,"40.759234,-73.482446","40.774638,-72.946096"
2197,"40.759234,-73.482446","40.782895,-72.948645"
2198,"40.759234,-73.482446","40.779748,-72.946334"
2199,"40.759234,-73.482446","40.763906,-72.948829"
2200,"40.759234,-73.482446","40.753805,-73.262773"
2201,"40.737944,-73.483159","40.717813,-73.26572"
2202,"40.737944,-73.483159","40.729096,-73.265498"
2203,"40.737944,-73.483159","40.710915,-73.255459"
2204,"40.737944,-73.483159","40.726239,-73.271211"
2205,"40.737944,-73.483159","40.728523,-73.264099"
2206,"40.737944,-73.483159","40.723044,-73.261396"
2207,"40.737944,-73.483159","40.722121,-73.261863"
2208,"40.737944,-73.483159","40.72976,-73.263308"
2209,"40.737944,-73.483159","40.71269,-73.259093"
2210,"40.737944,-73.483159","40.761438,-73.213124"
2211,"40.737944,-73.483159","40.757599,-73.212008"
2212,"40.737944,-73.483159","40.75917,-73.220675"
2213,"40.737944,-73.483159","40.757722,-73.222719"
2214,"40.737944,-73.483159","40.797541,-73.251704"
2215,"40.737944,-73.483159","40.792865,-73.247154"
2216,"40.737944,-73.483159","40.802537,-73.25931"
2217,"40.737944,-73.483159","40.779191,-73.271201"
2218,"40.737944,-73.483159","40.762499,-73.242091"
2219,"40.737944,-73.483159","40.770902,-73.068619"
2220,"40.737944,-73.483159","40.780397,-73.14201"
2221,"40.737944,-73.483159","40.77048,-73.090446"
2222,"40.737944,-73.483159","40.760223,-73.101673"
2223,"40.737944,-73.483159","40.75149,-73.109407"
2224,"40.737944,-73.483159","40.75956,-73.115518"
2225,"40.737944,-73.483159","40.76801,-73.108536"
2226,"40.737944,-73.483159","40.756649,-73.128869"
2227,"40.737944,-73.483159","40.760255,-73.109651"
2228,"40.737944,-73.483159","40.764478,-73.037521"
2229,"40.737944,-73.483159","40.748152,-73.022929"
2230,"40.737944,-73.483159","40.737672,-73.040034"
2231,"40.737944,-73.483159","40.738368,-73.040662"
2232,"40.737944,-73.483159","40.746215,-73.040969"
2233,"40.737944,-73.483159","40.758066,-73.030955"
2234,"40.737944,-73.483159","40.751992,-73.034939"
2235,"40.737944,-73.483159","40.755896,-73.040668"
2236,"40.737944,-73.483159","40.748152,-73.022929"
2237,"40.737944,-73.483159","40.7308,-73.481184"
2238,"40.737944,-73.483159","40.752649,-73.486563"
2239,"40.737944,-73.483159","40.766091,-73.499887"
2240,"40.737944,-73.483159","40.759234,-73.482446"
2241,"40.737944,-73.483159","40.737944,-73.483159"
2242,"40.737944,-73.483159","40.741314,-73.486012"
2243,"40.737944,-73.483159","40.751973,-73.486628"
2244,"40.737944,-73.483159","40.734832,-73.47807"
2245,"40.737944,-73.483159","40.752536,-73.480586"
2246,"40.737944,-73.483159","40.762978,-72.950075"
2247,"40.737944,-73.483159","40.757944,-72.934189"
2248,"40.737944,-73.483159","40.78258,-72.941764"
2249,"40.737944,-73.483159","40.776474,-72.944977"
2250,"40.737944,-73.483159","40.759037,-72.948293"
2251,"40.737944,-73.483159","40.774638,-72.946096"
2252,"40.737944,-73.483159","40.782895,-72.948645"
2253,"40.737944,-73.483159","40.779748,-72.946334"
2254,"40.737944,-73.483159","40.763906,-72.948829"
2255,"40.737944,-73.483159","40.753805,-73.262773"
2256,"40.741314,-73.486012","40.717813,-73.26572"
2257,"40.741314,-73.486012","40.729096,-73.265498"
2258,"40.741314,-73.486012","40.710915,-73.255459"
2259,"40.741314,-73.486012","40.726239,-73.271211"
2260,"40.741314,-73.486012","40.728523,-73.264099"
2261,"40.741314,-73.486012","40.723044,-73.261396"
2262,"40.741314,-73.486012","40.722121,-73.261863"
2263,"40.741314,-73.486012","40.72976,-73.263308"
2264,"40.741314,-73.486012","40.71269,-73.259093"
2265,"40.741314,-73.486012","40.761438,-73.213124"
2266,"40.741314,-73.486012","40.757599,-73.212008"
2267,"40.741314,-73.486012","40.75917,-73.220675"
2268,"40.741314,-73.486012","40.757722,-73.222719"
2269,"40.741314,-73.486012","40.797541,-73.251704"
2270,"40.741314,-73.486012","40.792865,-73.247154"
2271,"40.741314,-73.486012","40.802537,-73.25931"
2272,"40.741314,-73.486012","40.779191,-73.271201"
2273,"40.741314,-73.486012","40.762499,-73.242091"
2274,"40.741314,-73.486012","40.770902,-73.068619"
2275,"40.741314,-73.486012","40.780397,-73.14201"
2276,"40.741314,-73.486012","40.77048,-73.090446"
2277,"40.741314,-73.486012","40.760223,-73.101673"
2278,"40.741314,-73.486012","40.75149,-73.109407"
2279,"40.741314,-73.486012","40.75956,-73.115518"
2280,"40.741314,-73.486012","40.76801,-73.108536"
2281,"40.741314,-73.486012","40.756649,-73.128869"
2282,"40.741314,-73.486012","40.760255,-73.109651"
2283,"40.741314,-73.486012","40.764478,-73.037521"
2284,"40.741314,-73.486012","40.748152,-73.022929"
2285,"40.741314,-73.486012","40.737672,-73.040034"
2286,"40.741314,-73.486012","40.738368,-73.040662"
2287,"40.741314,-73.486012","40.746215,-73.040969"
2288,"40.741314,-73.486012","40.758066,-73.030955"
2289,"40.741314,-73.486012","40.751992,-73.034939"
2290,"40.741314,-73.486012","40.755896,-73.040668"
2291,"40.741314,-73.486012","40.748152,-73.022929"
2292,"40.741314,-73.486012","40.7308,-73.481184"
2293,"40.741314,-73.486012","40.752649,-73.486563"
2294,"40.741314,-73.486012","40.766091,-73.499887"
2295,"40.741314,-73.486012","40.759234,-73.482446"
2296,"40.741314,-73.486012","40.737944,-73.483159"
2297,"40.741314,-73.486012","40.741314,-73.486012"
2298,"40.741314,-73.486012","40.751973,-73.486628"
2299,"40.741314,-73.486012","40.734832,-73.47807"
2300,"40.741314,-73.486012","40.752536,-73.480586"
2301,"40.741314,-73.486012","40.762978,-72.950075"
2302,"40.741314,-73.486012","40.757944,-72.934189"
2303,"40.741314,-73.486012","40.78258,-72.941764"
2304,"40.741314,-73.486012","40.776474,-72.944977"
2305,"40.741314,-73.486012","40.759037,-72.948293"
2306,"40.741314,-73.486012","40.774638,-72.946096"
2307,"40.741314,-73.486012","40.782895,-72.948645"
2308,"40.741314,-73.486012","40.779748,-72.946334"
2309,"40.741314,-73.486012","40.763906,-72.948829"
2310,"40.741314,-73.486012","40.753805,-73.262773"
2311,"40.751973,-73.486628","40.717813,-73.26572"
2312,"40.751973,-73.486628","40.729096,-73.265498"
2313,"40.751973,-73.486628","40.710915,-73.255459"
2314,"40.751973,-73.486628","40.726239,-73.271211"
2315,"40.751973,-73.486628","40.728523,-73.264099"
2316,"40.751973,-73.486628","40.723044,-73.261396"
2317,"40.751973,-73.486628","40.722121,-73.261863"
2318,"40.751973,-73.486628","40.72976,-73.263308"
2319,"40.751973,-73.486628","40.71269,-73.259093"
2320,"40.751973,-73.486628","40.761438,-73.213124"
2321,"40.751973,-73.486628","40.757599,-73.212008"
2322,"40.751973,-73.486628","40.75917,-73.220675"
2323,"40.751973,-73.486628","40.757722,-73.222719"
2324,"40.751973,-73.486628","40.797541,-73.251704"
2325,"40.751973,-73.486628","40.792865,-73.247154"
2326,"40.751973,-73.486628","40.802537,-73.25931"
2327,"40.751973,-73.486628","40.779191,-73.271201"
2328,"40.751973,-73.486628","40.762499,-73.242091"
2329,"40.751973,-73.486628","40.770902,-73.068619"
2330,"40.751973,-73.486628","40.780397,-73.14201"
2331,"40.751973,-73.486628","40.77048,-73.090446"
2332,"40.751973,-73.486628","40.760223,-73.101673"
2333,"40.751973,-73.486628","40.75149,-73.109407"
2334,"40.751973,-73.486628","40.75956,-73.115518"
2335,"40.751973,-73.486628","40.76801,-73.108536"
2336,"40.751973,-73.486628","40.756649,-73.128869"
2337,"40.751973,-73.486628","40.760255,-73.109651"
2338,"40.751973,-73.486628","40.764478,-73.037521"
2339,"40.751973,-73.486628","40.748152,-73.022929"
2340,"40.751973,-73.486628","40.737672,-73.040034"
2341,"40.751973,-73.486628","40.738368,-73.040662"
2342,"40.751973,-73.486628","40.746215,-73.040969"
2343,"40.751973,-73.486628","40.758066,-73.030955"
2344,"40.751973,-73.486628","40.751992,-73.034939"
2345,"40.751973,-73.486628","40.755896,-73.040668"
2346,"40.751973,-73.486628","40.748152,-73.022929"
2347,"40.751973,-73.486628","40.7308,-73.481184"
2348,"40.751973,-73.486628","40.752649,-73.486563"
2349,"40.751973,-73.486628","40.766091,-73.499887"
2350,"40.751973,-73.486628","40.759234,-73.482446"
2351,"40.751973,-73.486628","40.737944,-73.483159"
2352,"40.751973,-73.486628","40.741314,-73.486012"
2353,"40.751973,-73.486628","40.751973,-73.486628"
2354,"40.751973,-73.486628","40.734832,-73.47807"
2355,"40.751973,-73.486628","40.752536,-73.480586"
2356,"40.751973,-73.486628","40.762978,-72.950075"
2357,"40.751973,-73.486628","40.757944,-72.934189"
2358,"40.751973,-73.486628","40.78258,-72.941764"
2359,"40.751973,-73.486628","40.776474,-72.944977"
2360,"40.751973,-73.486628","40.759037,-72.948293"
2361,"40.751973,-73.486628","40.774638,-72.946096"
2362,"40.751973,-73.486628","40.782895,-72.948645"
2363,"40.751973,-73.486628","40.779748,-72.946334"
2364,"40.751973,-73.486628","40.763906,-72.948829"
2365,"40.751973,-73.486628","40.753805,-73.262773"
2366,"40.734832,-73.47807","40.717813,-73.26572"
2367,"40.734832,-73.47807","40.729096,-73.265498"
2368,"40.734832,-73.47807","40.710915,-73.255459"
2369,"40.734832,-73.47807","40.726239,-73.271211"
2370,"40.734832,-73.47807","40.728523,-73.264099"
2371,"40.734832,-73.47807","40.723044,-73.261396"
2372,"40.734832,-73.47807","40.722121,-73.261863"
2373,"40.734832,-73.47807","40.72976,-73.263308"
2374,"40.734832,-73.47807","40.71269,-73.259093"
2375,"40.734832,-73.47807","40.761438,-73.213124"
2376,"40.734832,-73.47807","40.757599,-73.212008"
2377,"40.734832,-73.47807","40.75917,-73.220675"
2378,"40.734832,-73.47807","40.757722,-73.222719"
2379,"40.734832,-73.47807","40.797541,-73.251704"
2380,"40.734832,-73.47807","40.792865,-73.247154"
2381,"40.734832,-73.47807","40.802537,-73.25931"
2382,"40.734832,-73.47807","40.779191,-73.271201"
2383,"40.734832,-73.47807","40.762499,-73.242091"
2384,"40.734832,-73.47807","40.770902,-73.068619"
2385,"40.734832,-73.47807","40.780397,-73.14201"
2386,"40.734832,-73.47807","40.77048,-73.090446"
2387,"40.734832,-73.47807","40.760223,-73.101673"
2388,"40.734832,-73.47807","40.75149,-73.109407"
2389,"40.734832,-73.47807","40.75956,-73.115518"
2390,"40.734832,-73.47807","40.76801,-73.108536"
2391,"40.734832,-73.47807","40.756649,-73.128869"
2392,"40.734832,-73.47807","40.760255,-73.109651"
2393,"40.734832,-73.47807","40.764478,-73.037521"
2394,"40.734832,-73.47807","40.748152,-73.022929"
2395,"40.734832,-73.47807","40.737672,-73.040034"
2396,"40.734832,-73.47807","40.738368,-73.040662"
2397,"40.734832,-73.47807","40.746215,-73.040969"
2398,"40.734832,-73.47807","40.758066,-73.030955"
2399,"40.734832,-73.47807","40.751992,-73.034939"
2400,"40.734832,-73.47807","40.755896,-73.040668"
2401,"40.734832,-73.47807","40.748152,-73.022929"
2402,"40.734832,-73.47807","40.7308,-73.481184"
2403,"40.734832,-73.47807","40.752649,-73.486563"
2404,"40.734832,-73.47807","40.766091,-73.499887"
2405,"40.734832,-73.47807","40.759234,-73.482446"
2406,"40.734832,-73.47807","40.737944,-73.483159"
2407,"40.734832,-73.47807","40.741314,-73.486012"
2408,"40.734832,-73.47807","40.751973,-73.486628"
2409,"40.734832,-73.47807","40.734832,-73.47807"
2410,"40.734832,-73.47807","40.752536,-73.480586"
2411,"40.734832,-73.47807","40.762978,-72.950075"
2412,"40.734832,-73.47807","40.757944,-72.934189"
2413,"40.734832,-73.47807","40.78258,-72.941764"
2414,"40.734832,-73.47807","40.776474,-72.944977"
2415,"40.734832,-73.47807","40.759037,-72.948293"
2416,"40.734832,-73.47807","40.774638,-72.946096"
2417,"40.734832,-73.47807","40.782895,-72.948645"
2418,"40.734832,-73.47807","40.779748,-72.946334"
2419,"40.734832,-73.47807","40.763906,-72.948829"
2420,"40.734832,-73.47807","40.753805,-73.262773"
2421,"40.752536,-73.480586","40.717813,-73.26572"
2422,"40.752536,-73.480586","40.729096,-73.265498"
2423,"40.752536,-73.480586","40.710915,-73.255459"
2424,"40.752536,-73.480586","40.726239,-73.271211"
2425,"40.752536,-73.480586","40.728523,-73.264099"
2426,"40.752536,-73.480586","40.723044,-73.261396"
2427,"40.752536,-73.480586","40.722121,-73.261863"
2428,"40.752536,-73.480586","40.72976,-73.263308"
2429,"40.752536,-73.480586","40.71269,-73.259093"
2430,"40.752536,-73.480586","40.761438,-73.213124"
2431,"40.752536,-73.480586","40.757599,-73.212008"
2432,"40.752536,-73.480586","40.75917,-73.220675"
2433,"40.752536,-73.480586","40.757722,-73.222719"
2434,"40.752536,-73.480586","40.797541,-73.251704"
2435,"40.752536,-73.480586","40.792865,-73.247154"
2436,"40.752536,-73.480586","40.802537,-73.25931"
2437,"40.752536,-73.480586","40.779191,-73.271201"
2438,"40.752536,-73.480586","40.762499,-73.242091"
2439,"40.752536,-73.480586","40.770902,-73.068619"
2440,"40.752536,-73.480586","40.780397,-73.14201"
2441,"40.752536,-73.480586","40.77048,-73.090446"
2442,"40.752536,-73.480586","40.760223,-73.101673"
2443,"40.752536,-73.480586","40.75149,-73.109407"
2444,"40.752536,-73.480586","40.75956,-73.115518"
2445,"40.752536,-73.480586","40.76801,-73.108536"
2446,"40.752536,-73.480586","40.756649,-73.128869"
2447,"40.752536,-73.480586","40.760255,-73.109651"
2448,"40.752536,-73.480586","40.764478,-73.037521"
2449,"40.752536,-73.480586","40.748152,-73.022929"
2450,"40.752536,-73.480586","40.737672,-73.040034"
2451,"40.752536,-73.480586","40.738368,-73.040662"
2452,"40.752536,-73.480586","40.746215,-73.040969"
2453,"40.752536,-73.480586","40.758066,-73.030955"
2454,"40.752536,-73.480586","40.751992,-73.034939"
2455,"40.752536,-73.480586","40.755896,-73.040668"
2456,"40.752536,-73.480586","40.748152,-73.022929"
2457,"40.752536,-73.480586","40.7308,-73.481184"
2458,"40.752536,-73.480586","40.752649,-73.486563"
2459,"40.752536,-73.480586","40.766091,-73.499887"
2460,"40.752536,-73.480586","40.759234,-73.482446"
2461,"40.752536,-73.480586","40.737944,-73.483159"
2462,"40.752536,-73.480586","40.741314,-73.486012"
2463,"40.752536,-73.480586","40.751973,-73.486628"
2464,"40.752536,-73.480586","40.734832,-73.47807"
2465,"40.752536,-73.480586","40.752536,-73.480586"
2466,"40.752536,-73.480586","40.762978,-72.950075"
2467,"40.752536,-73.480586","40.757944,-72.934189"
2468,"40.752536,-73.480586","40.78258,-72.941764"
2469,"40.752536,-73.480586","40.776474,-72.944977"
2470,"40.752536,-73.480586","40.759037,-72.948293"
2471,"40.752536,-73.480586","40.774638,-72.946096"
2472,"40.752536,-73.480586","40.782895,-72.948645"
2473,"40.752536,-73.480586","40.779748,-72.946334"
2474,"40.752536,-73.480586","40.763906,-72.948829"
2475,"40.752536,-73.480586","40.753805,-73.262773"
2476,"40.762978,-72.950075","40.717813,-73.26572"
2477,"40.762978,-72.950075","40.729096,-73.265498"
2478,"40.762978,-72.950075","40.710915,-73.255459"
2479,"40.762978,-72.950075","40.726239,-73.271211"
2480,"40.762978,-72.950075","40.728523,-73.264099"
2481,"40.762978,-72.950075","40.723044,-73.261396"
2482,"40.762978,-72.950075","40.722121,-73.261863"
2483,"40.762978,-72.950075","40.72976,-73.263308"
2484,"40.762978,-72.950075","40.71269,-73.259093"
2485,"40.762978,-72.950075","40.761438,-73.213124"
2486,"40.762978,-72.950075","40.757599,-73.212008"
2487,"40.762978,-72.950075","40.75917,-73.220675"
2488,"40.762978,-72.950075","40.757722,-73.222719"
2489,"40.762978,-72.950075","40.797541,-73.251704"
2490,"40.762978,-72.950075","40.792865,-73.247154"
2491,"40.762978,-72.950075","40.802537,-73.25931"
2492,"40.762978,-72.950075","40.779191,-73.271201"
2493,"40.762978,-72.950075","40.762499,-73.242091"
2494,"40.762978,-72.950075","40.770902,-73.068619"
2495,"40.762978,-72.950075","40.780397,-73.14201"
2496,"40.762978,-72.950075","40.77048,-73.090446"
2497,"40.762978,-72.950075","40.760223,-73.101673"
2498,"40.762978,-72.950075","40.75149,-73.109407"
2499,"40.762978,-72.950075","40.75956,-73.115518"
2500,"40.762978,-72.950075","40.76801,-73.108536"
2501,"40.762978,-72.950075","40.756649,-73.128869"
2502,"40.762978,-72.950075","40.760255,-73.109651"
2503,"40.762978,-72.950075","40.764478,-73.037521"
2504,"40.762978,-72.950075","40.748152,-73.022929"
2505,"40.762978,-72.950075","40.737672,-73.040034"
2506,"40.762978,-72.950075","40.738368,-73.040662"
2507,"40.762978,-72.950075","40.746215,-73.040969"
2508,"40.762978,-72.950075","40.758066,-73.030955"
2509,"40.762978,-72.950075","40.751992,-73.034939"
2510,"40.762978,-72.950075","40.755896,-73.040668"
2511,"40.762978,-72.950075","40.748152,-73.022929"
2512,"40.762978,-72.950075","40.7308,-73.481184"
2513,"40.762978,-72.950075","40.752649,-73.486563"
2514,"40.762978,-72.950075","40.766091,-73.499887"
2515,"40.762978,-72.950075","40.759234,-73.482446"
2516,"40.762978,-72.950075","40.737944,-73.483159"
2517,"40.762978,-72.950075","40.741314,-73.486012"
2518,"40.762978,-72.950075","40.751973,-73.486628"
2519,"40.762978,-72.950075","40.734832,-73.47807"
2520,"40.762978,-72.950075","40.752536,-73.480586"
2521,"40.762978,-72.950075","40.762978,-72.950075"
2522,"40.762978,-72.950075","40.757944,-72.934189"
2523,"40.762978,-72.950075","40.78258,-72.941764"
2524,"40.762978,-72.950075","40.776474,-72.944977"
2525,"40.762978,-72.950075","40.759037,-72.948293"
2526,"40.762978,-72.950075","40.774638,-72.946096"
2527,"40.762978,-72.950075","40.782895,-72.948645"
2528,"40.762978,-72.950075","40.779748,-72.946334"
2529,"40.762978,-72.950075","40.763906,-72.948829"
2530,"40.762978,-72.950075","40.753805,-73.262773"
2531,"40.757944,-72.934189","40.717813,-73.26572"
2532,"40.757944,-72.934189","40.729096,-73.265498"
2533,"40.757944,-72.934189","40.710915,-73.255459"
2534,"40.757944,-72.934189","40.726239,-73.271211"
2535,"40.757944,-72.934189","40.728523,-73.264099"
2536,"40.757944,-72.934189","40.723044,-73.261396"
2537,"40.757944,-72.934189","40.722121,-73.261863"
2538,"40.757944,-72.934189","40.72976,-73.263308"
2539,"40.757944,-72.934189","40.71269,-73.259093"
2540,"40.757944,-72.934189","40.761438,-73.213124"
2541,"40.757944,-72.934189","40.757599,-73.212008"
2542,"40.757944,-72.934189","40.75917,-73.220675"
2543,"40.757944,-72.934189","40.757722,-73.222719"
2544,"40.757944,-72.934189","40.797541,-73.251704"
2545,"40.757944,-72.934189","40.792865,-73.247154"
2546,"40.757944,-72.934189","40.802537,-73.25931"
2547,"40.757944,-72.934189","40.779191,-73.271201"
2548,"40.757944,-72.934189","40.762499,-73.242091"
2549,"40.757944,-72.934189","40.770902,-73.068619"
2550,"40.757944,-72.934189","40.780397,-73.14201"
2551,"40.757944,-72.934189","40.77048,-73.090446"
2552,"40.757944,-72.934189","40.760223,-73.101673"
2553,"40.757944,-72.934189","40.75149,-73.109407"
2554,"40.757944,-72.934189","40.75956,-73.115518"
2555,"40.757944,-72.934189","40.76801,-73.108536"
2556,"40.757944,-72.934189","40.756649,-73.128869"
2557,"40.757944,-72.934189","40.760255,-73.109651"
2558,"40.757944,-72.934189","40.764478,-73.037521"
2559,"40.757944,-72.934189","40.748152,-73.022929"
2560,"40.757944,-72.934189","40.737672,-73.040034"
2561,"40.757944,-72.934189","40.738368,-73.040662"
2562,"40.757944,-72.934189","40.746215,-73.040969"
2563,"40.757944,-72.934189","40.758066,-73.030955"
2564,"40.757944,-72.934189","40.751992,-73.034939"
2565,"40.757944,-72.934189","40.755896,-73.040668"
2566,"40.757944,-72.934189","40.748152,-73.022929"
2567,"40.757944,-72.934189","40.7308,-73.481184"
2568,"40.757944,-72.934189","40.752649,-73.486563"
2569,"40.757944,-72.934189","40.766091,-73.499887"
2570,"40.757944,-72.934189","40.759234,-73.482446"
2571,"40.757944,-72.934189","40.737944,-73.483159"
2572,"40.757944,-72.934189","40.741314,-73.486012"
2573,"40.757944,-72.934189","40.751973,-73.486628"
2574,"40.757944,-72.934189","40.734832,-73.47807"
2575,"40.757944,-72.934189","40.752536,-73.480586"
2576,"40.757944,-72.934189","40.762978,-72.950075"
2577,"40.757944,-72.934189","40.757944,-72.934189"
2578,"40.757944,-72.934189","40.78258,-72.941764"
2579,"40.757944,-72.934189","40.776474,-72.944977"
2580,"40.757944,-72.934189","40.759037,-72.948293"
2581,"40.757944,-72.934189","40.774638,-72.946096"
2582,"40.757944,-72.934189","40.782895,-72.948645"
2583,"40.757944,-72.934189","40.779748,-72.946334"
2584,"40.757944,-72.934189","40.763906,-72.948829"
2585,"40.757944,-72.934189","40.753805,-73.262773"
2586,"40.78258,-72.941764","40.717813,-73.26572"
2587,"40.78258,-72.941764","40.729096,-73.265498"
2588,"40.78258,-72.941764","40.710915,-73.255459"
2589,"40.78258,-72.941764","40.726239,-73.271211"
2590,"40.78258,-72.941764","40.728523,-73.264099"
2591,"40.78258,-72.941764","40.723044,-73.261396"
2592,"40.78258,-72.941764","40.722121,-73.261863"
2593,"40.78258,-72.941764","40.72976,-73.263308"
2594,"40.78258,-72.941764","40.71269,-73.259093"
2595,"40.78258,-72.941764","40.761438,-73.213124"
2596,"40.78258,-72.941764","40.757599,-73.212008"
2597,"40.78258,-72.941764","40.75917,-73.220675"
2598,"40.78258,-72.941764","40.757722,-73.222719"
2599,"40.78258,-72.941764","40.797541,-73.251704"
2600,"40.78258,-72.941764","40.792865,-73.247154"
2601,"40.78258,-72.941764","40.802537,-73.25931"
2602,"40.78258,-72.941764","40.779191,-73.271201"
2603,"40.78258,-72.941764","40.762499,-73.242091"
2604,"40.78258,-72.941764","40.770902,-73.068619"
2605,"40.78258,-72.941764","40.780397,-73.14201"
2606,"40.78258,-72.941764","40.77048,-73.090446"
2607,"40.78258,-72.941764","40.760223,-73.101673"
